Index_1777,Index,Index_final,Index_initial,mol_min,Drug_Name,Zhu_2_class,Source_Zhu,Fourches_2_class,Source_Fourches,LiuR_3_class,LiuR_2_class,Source_LiuR,Source_LiuZ_PLOS_SIDER,LiuZ_SIDER_Combined_Scores,LiuZ_SIDER_2_class,LiuZ_Pfizer_2_class,Source_LiuZ_Pfizer,LiuZ_OBrien_3_class,LiuZ_OBrien_2_class,Source_LiuZ_OBrien,Ekins_2_class,Source_Ekins,Rodgers_Activity,Rodgers_2_class,Source_Rodgers,DILI_3class_Chen,DILI_2class_Chen,Source_Chen,Sum_Score_DILI,Sources_total,DILI_Characterization,DILI_Total_2_class,apol,ast_fraglike,ast_fraglike_ext,ast_violation,ast_violation_ext,a_acc,a_acid,a_aro,a_base,a_count,a_don,a_donacc,a_heavy,a_hyd,a_IC,a_ICM,a_nB,a_nBr,a_nC,a_nCl,a_nF,a_nH,a_nI,a_nN,a_nO,a_nP,a_nS,balabanJ,BCUT_PEOE_0,BCUT_PEOE_1,BCUT_PEOE_2,BCUT_PEOE_3,BCUT_SLOGP_0,BCUT_SLOGP_1,BCUT_SLOGP_2,BCUT_SLOGP_3,BCUT_SMR_0,BCUT_SMR_1,BCUT_SMR_2,BCUT_SMR_3,bpol,b_1rotN,b_1rotR,b_ar,b_count,b_double,b_heavy,b_max1len,b_rotN,b_rotR,b_single,b_triple,chi0,chi0v,chi0v_C,chi0_C,chi1,chi1v,chi1v_C,chi1_C,chiral,chiral_u,density,diameter,FCharge,GCUT_PEOE_0,GCUT_PEOE_1,GCUT_PEOE_2,GCUT_PEOE_3,GCUT_SLOGP_0,GCUT_SLOGP_1,GCUT_SLOGP_2,GCUT_SLOGP_3,GCUT_SMR_0,GCUT_SMR_1,GCUT_SMR_2,GCUT_SMR_3,Kier1,Kier2,Kier3,KierA1,KierA2,KierA3,KierFlex,lip_acc,lip_don,lip_druglike,lip_violation,logP(o/w),logS,mr,mutagenic,nmol,opr_brigid,opr_leadlike,opr_nring,opr_nrot,opr_violation,PC+,PC-,PEOE_PC+,PEOE_PC-,PEOE_RPC+,PEOE_RPC-,PEOE_VSA+0,PEOE_VSA+1,PEOE_VSA+2,PEOE_VSA+3,PEOE_VSA+4,PEOE_VSA+5,PEOE_VSA+6,PEOE_VSA-0,PEOE_VSA-1,PEOE_VSA-2,PEOE_VSA-3,PEOE_VSA-4,PEOE_VSA-5,PEOE_VSA-6,PEOE_VSA_FHYD,PEOE_VSA_FNEG,PEOE_VSA_FPNEG,PEOE_VSA_FPOL,PEOE_VSA_FPOS,PEOE_VSA_FPPOS,PEOE_VSA_HYD,PEOE_VSA_NEG,PEOE_VSA_PNEG,PEOE_VSA_POL,PEOE_VSA_POS,PEOE_VSA_PPOS,petitjean,petitjeanSC,Q_PC+,Q_PC-,Q_RPC+,Q_RPC-,Q_VSA_FHYD,Q_VSA_FNEG,Q_VSA_FPNEG,Q_VSA_FPOL,Q_VSA_FPOS,Q_VSA_FPPOS,Q_VSA_HYD,Q_VSA_NEG,Q_VSA_PNEG,Q_VSA_POL,Q_VSA_POS,Q_VSA_PPOS,radius,reactive,rings,RPC+,RPC-,rsynth,SlogP,SlogP_VSA0,SlogP_VSA1,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,SMR,SMR_VSA0,SMR_VSA1,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,TPSA,VAdjEq,VAdjMa,VDistEq,VDistMa,vdw_area,vdw_vol,vsa_acc,vsa_acid,vsa_base,vsa_don,vsa_hyd,vsa_other,vsa_pol,Weight,weinerPath,weinerPol,zagreb,ABCG2_Inhib,ABCB1_Inhib,BSEP_Inhib,OATP1B1_Sum_Binary,OATP1B3_Sum_Binary,Binary_Characterization
120,69,69,180,Clc1cc(Cl)ccc1CO\N=C(\Cn1ccnc1)/c1ccc(Cl)cc1Cl,Oxiconazole ,,,,,,,,LiuZ_PLOS_SIDER,0,0,,,,,,,,I ,0,Rodgers,,,,0/3,Zhu  LiuZ_SIDER  Rodgers,Negative,0,53.170307,0,0,2,3,2,0,17,0,39,0,2,26,20,70.211433,1.8002931,0,0,18,4,0,13,0,3,1,0,0,1.5154516,-2.3421578,-0.6618647,0.68748409,2.3525982,-2.3029563,-0.45362198,0.95532596,2.4636061,-2.0529342,-0.42271951,0.96196932,2.653666,21.107691,6,0.21428572,17,41,1,28,2,6,0.21428572,23,0,18.518297,16.395828,10.110366,11.819627,12.524878,9.0781746,4.7665076,6.5824828,0,0,0.89257342,13,0,-0.84794259,-0.39551711,0.062007234,2.4176786,-0.80990809,-0.27381903,0.32108128,2.558356,-0.4856438,-0.1647595,0.37041819,2.7240002,20.727041,9.9722996,5.9972839,18.901457,9.0589914,5.433042,6.5856977,4,0,1,1,6.29,-6.9149699,10.754277,0,1,18,1,3,6,1,3.3499999,-3.349,1.5274634,-1.5274634,0.068211913,0.2166439,49.259609,96.833183,19.216679,0,0,0,0,63.483059,130.58269,10.885262,0,11.584935,0,0,0.96966064,0.56707752,0.030339334,0.030339334,0.43292248,0,370.2605,216.53595,11.584935,11.584935,165.30946,0,0.46153846,0.85714287,3.3499999,-3.349,0.12656717,0.16870707,0.80604905,0.61093271,0.10270154,0.19395095,0.38906726,0.091249406,307.78613,233.28186,39.216114,74.05928,148.56355,34.84317,7,1,3,0.12656717,0.16870707,1,6.6506,0,21.44137,11.218763,0,6.37115,19.399862,14.002426,157.07335,0,195.96042,10.6887,11.218763,38.084484,0,20.373575,0,196.43919,2.7567475,156.59457,39.41,0.41210872,5.8073549,3.4781201,9.1171932,381.84543,480.78284,16.567839,0,0,0,318.63181,37.392429,16.567839,429.134,1794,36,132,0.20697325,0.21613251,1.0,0,0,0
123,70,70,185,Clc1cc(Cl)ccc1[C@@]1(OC(CO1)COc1ccc(N2CCN(CC2)C(C)C)cc1)Cn1ncnc1,Terconazole,,,,,,,,LiuZ_PLOS_SIDER,0,0,,,,,,,,,,,,,,0/3,Zhu  LiuZ_SIDER  Rodgers,Negative,0,78.696587,0,0,3,4,6,0,17,0,67,0,6,36,25,112.27193,1.6757004,0,0,26,2,0,31,0,5,3,0,0,1.0889887,-2.7839587,-0.55648583,0.54296869,2.7003202,-2.8905864,-0.44261152,0.80591482,2.6955988,-2.4923944,-0.31447753,0.85431087,2.9665027,47.737415,8,0.2,17,71,0,40,4,8,0.2,54,0,25.122746,22.0292,16.3006,17.85516,17.415453,12.98921,7.1341515,8.7127457,2,1,0.78320765,19,0,-0.85452431,-0.37802649,0.015019861,2.8284297,-0.9867425,-0.30168119,0.16445385,2.8812861,-0.52345729,-0.1788225,0.19305076,3.0821292,27.5625,12.453062,6.7818666,24.009647,10.803266,5.866447,7.2050724,8,0,0,2,4,-6.07723,14.15449,0,1,28,0,5,11,4,5.9510002,-5.9510002,2.74176,-2.74176,0.079714097,0.12475929,133.32388,102.59625,69.101883,0,1.1085443,0,0,111.02478,71.4188,0,9.4210396,5.6825762,0,7.5112681,0.97202134,0.40114018,0.025810109,0.02797867,0.59885979,0.0021685604,496.88663,205.05846,13.193845,14.302389,306.13055,1.1085443,0.47368422,0.89999998,5.9510002,-5.9510002,0.11829945,0.14081667,0.70876634,0.3321113,0.044239767,0.29123366,0.6678887,0.2469939,362.31357,169.77165,22.614883,148.87546,341.41739,126.26057,10,1,5,0.11829945,0.14081667,1,5.0405998,14.124202,38.349422,32.450394,115.61083,3.185575,0,7.0012131,157.07335,0,171.38907,14.0168,21.999775,49.349308,3.1243138,25.880835,2.7567475,175.51292,115.61083,144.94931,64.879997,0.33426812,6.321928,4.0425887,10.01379,511.18903,679.86053,22.614883,0,0,0,415.81891,50.689579,22.614883,532.47198,4692,56,194,0.25548819,0.72715455,0.9,2,4,0
124,71,71,186,Clc1cc(Cl)ccc1[C@@]1(OC(CO1)COc1ccc(N2CCN(CC2)c2ccc(N3C=NN(C(CC)C)C3=O)cc2)cc1)Cn1ncnc1,Itraconazole,,,,,0,1,LiuR_2015,LiuZ_PLOS_SIDER,7,1,,,severe hepatotoxic,0,LiuZ_OBrien,,,,,,,,,5/6,Zhu  Fourches  LiuR  LiuZ_SIDER  LiuZ_OBrien  Rodgers,Positive,1,103.30614,0,0,3,4,7,0,23,0,87,0,7,49,32,147.58994,1.696436,0,0,35,2,0,38,0,8,4,0,0,0.80673105,-2.7235858,-0.58645993,0.59113777,2.7002428,-2.8536105,-0.45912588,0.80591482,2.6955874,-2.4148068,-0.34604669,0.85431087,2.9360981,60.307865,11,0.2,23,93,2,55,5,11,0.2,68,0,33.959244,28.872948,21.394459,23.829851,23.813633,17.16353,9.4935236,11.883743,3,2,0.78418261,27,0,-0.83613062,-0.39788041,0.029817786,2.8769913,-1.0168697,-0.31104359,0.16445385,2.9389379,-0.52541465,-0.18233219,0.19305076,3.1482177,37.320992,16.989586,8.707819,29.828983,13.51236,6.9015622,8.2257128,12,0,0,3,6.1440001,-8.5733099,18.799877,0,1,39,0,7,14,5,8.1960001,-8.1960001,3.772701,-3.772701,0.093113385,0.090667151,141.14287,133.76869,94.604195,0,1.1085443,0,17.440542,149.99803,90.166473,0,18.842079,19.249496,0,7.5112681,0.93275797,0.42409274,0.039714288,0.067242041,0.57590723,0.027527753,628.52234,285.76736,26.760765,45.309853,388.06485,18.549088,0.48148149,0.9285714,8.1960001,-8.1960001,0.085895561,0.102245,0.68754703,0.35881221,0.067676857,0.312453,0.64118779,0.24477613,463.29132,241.77922,45.602844,210.54088,432.05298,164.93803,14,1,7,0.085895561,0.102245,1,6.8206,20.372829,43.056854,49.235924,115.61083,3.185575,16.663008,7.0012131,227.64609,18.868406,200.76479,19.007299,45.861992,65.889793,9.372942,25.880835,8.2702427,264.95407,120.44079,161.73485,100.79,0.26834276,6.7813597,4.5460687,10.878242,673.83221,899.85034,45.602844,0,0,0,508.2605,92.920639,45.602844,705.64697,12096,81,268,0.47731307,0.87181431,0.8,4,4,1
125,72,72,191,Clc1cc(Cl)ccc1[C@H](OCc1ccsc1Cl)Cn1ccnc1,Tioconazole,0,Zhu LD,,,,,,,,,,,,,,,,,,,,,,0/2,Zhu  Rodgers,Negative,0,49.270309,0,0,2,3,2,0,16,0,36,0,2,23,19,67.256699,1.8682415,0,0,16,3,0,13,0,2,1,0,1,1.5821719,-2.510916,-0.66623372,0.74772561,2.5054314,-2.3741608,-0.47563681,0.95310003,2.6482008,-2.2539632,-0.44745141,0.98987436,2.758913,22.967691,6,0.23999999,16,38,0,25,5,6,0.23999999,22,0,16.233841,15.039467,9.1103659,10.53517,11.13103,8.8875723,3.9938524,5.357738,1,0,0.8894015,10,0,-0.85164905,-0.38699213,0.09983737,2.4949548,-0.80749929,-0.25179797,0.30876854,2.664681,-0.50830966,-0.16971199,0.36800459,2.7819307,17.811199,8.3927336,4.7593293,17.425411,8.2024832,4.6478195,6.2144194,3,0,1,1,5.3189998,-5.7294302,9.9190178,0,1,16,1,3,6,1,3.0209999,-3.02,1.5225469,-1.5225469,0.11205074,0.2400974,49.005249,96.299789,9.1703148,19.760618,0,0,0,33.214157,113.25565,14.230966,0,5.6825762,0,2.503756,0.97614169,0.49220562,0.023858298,0.023858298,0.50779438,0,334.93674,168.8871,8.1863317,8.1863317,174.23598,0,0.5,1,3.0209999,-3.02,0.15259847,0.18708609,0.83102041,0.58610564,0.072662696,0.16897959,0.41389436,0.096316889,285.14227,201.10637,24.932247,57.980793,142.01671,33.048546,5,0,3,0.15259847,0.18708609,1,6.4912,0,18.684622,10.999887,0,6.37115,0,8.6746454,137.603,6.4686494,188.08946,9.6069002,10.999887,18.684622,0,21.514444,0,176.96883,0,148.72362,27.049999,0.45137304,5.643856,3.1873362,8.7786655,343.12308,435.93134,8.1863317,0,0,0,300.89288,24.790518,8.1863317,387.71799,1217,30,118,0.16883364,0.39216667,0.6,0,0,0
127,73,73,197,Clc1cc(N)cc(Cl)c1\N=C/1\NCCN\1,Apraclonidine,0,Zhu LD,,,,,,,,,,,,,,,,I ,0,Rodgers,,,,0/3,Zhu  LiuZ_SIDER  Rodgers,Negative,0,31.267929,1,1,0,0,1,0,6,0,25,3,4,15,10,44.347797,1.773912,0,0,9,2,0,10,0,4,0,0,0,1.8996518,-2.3912189,-0.67342114,0.6763736,2.5183575,-2.5939589,-0.34624851,0.93676776,2.428648,-2.1393142,-0.32925081,0.9669854,2.8126955,13.75207,1,0.0625,6,26,1,16,2,1,0.0625,19,0,10.836499,9.3612652,5.0689139,5.7151785,7.1647038,5.2315893,2.1547005,2.7996597,0,0,0.88529748,8,0,-0.8503319,-0.41933557,0.058832068,2.2308068,-1.3342329,-0.2689029,0.33198112,2.346833,-0.50988191,-0.12245732,0.38662729,2.5456333,11.484375,4.8884296,2.7654321,9.9284191,4.1789021,2.3424077,2.7659929,4,4,1,0,1.788,-2.8612599,5.9811325,1,1,12,1,2,2,0,3.8210001,-3.8210001,1.4321293,-1.4321293,0.13851932,0.24726102,33.084202,34.631809,23.937576,32.919601,0,0,0,24.509808,59.163895,0,0,5.6825762,0,6.9249015,0.94291496,0.43594873,0.057085026,0.057085026,0.56405127,0,208.24689,96.281181,12.607477,12.607477,124.57319,0,0.5,1,3.8210001,-3.8210001,0.14394137,0.23554043,0.59634143,0.43594873,0.057085026,0.40365854,0.56405127,0.34657353,131.70462,96.281181,12.607477,89.14975,124.57319,76.542274,4,0,2,0.14394137,0.23554043,1,1.7559,68.918686,1.8990928,0,36.879158,0,16.78553,7.0012131,35.286369,0,83.810783,6.39748,0,16.78553,36.0215,7.0012131,5.513495,68.183556,38.778248,78.297287,62.439999,0.59002918,5,2.7746103,7.5115027,220.85437,276.87076,5.6825762,0,0,29.107641,153.8185,15.681574,34.790218,245.11299,365,19,76,0.23038159,0.015077677,0.0,0,0,0
128,74,74,198,Clc1cc(N)ccc1C(OCCN(CC)CC)=O,Chloroprocaine,0,Zhu LD,,,,,,LiuZ_PLOS_SIDER,0,0,,,,,,,,,,,,,,0/2,Zhu  LiuZ_SIDER,Negative,0,41.533066,1,0,0,1,2,0,6,0,37,1,3,18,13,59.933434,1.6198226,0,0,13,1,0,19,0,2,2,0,0,2.2619238,-2.6683378,-0.22748357,0.12392125,2.5711935,-2.7461026,-0.054506008,0.2595197,2.5217173,-2.3930895,0.057449989,0.27677545,2.8357971,25.384933,6,0.33333334,6,37,1,18,6,7,0.3888889,30,0,13.543606,11.535432,8.5604782,9.2591486,8.5789175,6.4034762,3.9022474,4.7138734,0,0,0.75160044,11,0,-0.85588503,-0.38248247,-0.036078755,2.4181879,-1.3342618,-0.22096117,0.054200001,2.4442441,-0.52179831,-0.1244407,0.065805919,2.6686454,16.055555,8.2268429,5.2674899,13.946888,7.0833755,4.5057173,5.4883914,4,2,1,0,2.3610001,-2.7740901,7.3956156,1,1,6,1,1,6,0,3.3369999,-3.3369999,1.4816041,-1.4816041,0.19928734,0.20931408,71.076508,43.006508,17.238026,0,0,14.708499,0,63.149361,67.077301,0,0,0,13.566921,9.1548758,0.87480587,0.51157093,0.075998224,0.12519415,0.48842904,0.049195923,261.5477,152.94846,22.721796,37.430294,146.02954,14.708499,0.45454547,0.83333331,3.3369999,-3.3369999,0.18999101,0.26970333,0.63476717,0.29790974,0.075998224,0.36523286,0.70209026,0.28923464,189.78142,89.068459,22.721796,109.19659,209.90955,86.474792,6,0,1,0.18999101,0.26970333,1,2.4208,32.897186,10.869778,10.999887,76.244995,27.047791,0,3.5006065,52.929554,0,108.55742,7.3934898,34.862103,3.1243138,0,6.6861815,2.7567475,85.826744,83.990456,105.80067,55.560001,0.50325835,5.1699252,3.2584417,8.0097723,298.978,360.24457,13.566921,0,0,17.742489,232.20917,17.212255,31.30941,270.75998,700,24,82,0.14403796,0.031015307,0.0,0,0,0
129,75,75,199,Clc1cc(N2CCN(CC2)CCCN2N=C(N(CCOc3ccccc3)C2=O)CC)ccc1,Nefazodone,1,Zhu Calibration,1,Fourches,1,1,LiuR_2015,LiuZ_PLOS_SIDER,3,1,1,LiuZ_Pfizer,,,,1,Ekins,I ,0,Rodgers,1,1,Chen,7/8,Zhu  Fourches  LiuR  LiuZ_SIDER  LiuZ_Pfizer  Ekins  Rodgers  Chen,Positive,1,74.621376,0,0,3,4,4,0,12,0,65,0,4,33,24,101.74786,1.5653517,0,0,25,1,0,32,0,5,2,0,0,1.1227237,-2.7716341,-0.60058367,0.61369562,2.6787159,-2.8864267,-0.48061225,0.75219798,2.5973036,-2.4820035,-0.39066595,0.80070394,2.9608436,46.196625,10,0.27777779,12,68,2,36,4,10,0.27777779,54,0,23.045395,19.953678,15.76722,17.321779,16.135361,12.088209,7.2927108,9.0648451,0,0,0.73248047,20,0,-0.85442621,-0.39480796,0.04799008,2.800036,-0.98958129,-0.289958,0.15460099,2.7967091,-0.52181476,-0.18888573,0.17626196,3.0557539,26.074074,13.347222,7.4921956,21.074999,10.712407,5.9824004,6.8413324,7,0,1,0,4.3249998,-4.89358,13.179192,0,1,23,0,4,12,2,5.3369999,-5.3379998,2.3798156,-2.3798156,0.14572142,0.14410152,171.58612,100.58292,11.190562,0,0,0,17.440542,69.97583,97.349243,0,9.4210396,13.566921,0,2.503756,0.93211091,0.39062029,0.032556981,0.067889117,0.60937971,0.03533214,460.10571,192.81679,16.070677,33.511219,300.80014,17.440542,0.5,1,5.3369999,-5.3379998,0.12928611,0.15698764,0.67298448,0.33501241,0.051642708,0.32701549,0.66498762,0.27537277,332.19656,165.3678,25.491716,161.42039,328.24915,135.92867,10,0,4,0.12928611,0.15698764,1,4.3922,14.124202,16.408297,0,150.00331,0,16.663008,3.5006065,158.78867,37.736813,104.33705,13.3193,23.862217,36.913315,3.1243138,8.7440348,2.7567475,196.52547,157.16118,72.474655,51.619999,0.3512581,6.1699252,4.0999079,9.7490063,493.61694,641.67853,25.491716,0,0,0,416.71667,28.631105,25.491716,470.017,4032,48,168,0.32586548,0.84272581,0.9,2,0,1
130,76,76,200,Clc1cc(N2CCN(CC2)CCCN2N=C3N(C=CC=C3)C2=O)ccc1,Trazodone,,,1,Fourches,0,1,LiuR_2015,LiuZ_PLOS_SIDER,2,0,1,LiuZ_Pfizer,,,,1,Ekins,I ,0,Rodgers,0,1,Chen,5/7,Fourches  LiuR  LiuZ_SIDER  LiuZ_Pfizer  Ekins  Rodgers  Chen,Positive,1,56.591446,0,0,1,2,3,0,6,0,48,0,3,26,18,77.650444,1.6177175,0,0,19,1,0,22,0,5,1,0,0,1.1434498,-2.7715662,-0.61011809,0.61006296,2.6769917,-2.8863266,-0.45333531,0.76509494,2.5952871,-2.4819071,-0.41473544,0.8291477,2.9597182,33.348553,5,0.1724138,6,51,4,29,4,5,0.1724138,41,0,17.93251,15.346759,11.568549,12.916003,12.70351,9.3547125,5.1100426,6.5412416,0,0,0.75839031,15,0,-0.85440868,-0.40253663,0.060155094,2.712363,-0.98692673,-0.30390209,0.16782585,2.7146308,-0.51989961,-0.18776284,0.20683835,2.976193,19.322235,9,4.716269,15.18558,7.0004883,3.6414165,4.0887108,6,0,1,0,2.668,-3.7669599,10.16061,0,1,22,1,4,7,0,4.5110002,-4.5110002,1.8214496,-1.8214496,0.19271991,0.16460595,158.30379,42.653858,0,11.190562,0,0,17.440542,69.97583,54.091755,9.4210396,0,13.566921,0,0,0.91767442,0.39043614,0.036020514,0.082325585,0.60956389,0.046305075,345.63684,147.05554,13.566921,31.007463,229.58876,17.440542,0.46666667,0.875,4.5110002,-4.5110002,0.15295944,0.18576813,0.65279442,0.41179475,0.061033607,0.34720561,0.58820522,0.286172,245.87129,155.10014,22.987961,130.77301,221.54416,107.78506,8,0,4,0.15295944,0.18576813,0.61538464,2.9867001,3.1243138,16.408297,0,110.63747,0,16.663008,3.5006065,140.71664,18.868406,65.767609,10.4378,23.862217,25.913427,3.1243138,3.5006065,2.7567475,159.58505,117.79534,39.148643,42.389999,0.42228913,5.8579812,3.748698,9.0490131,376.64432,490.34381,22.987961,0,0,0,309.36575,28.631105,22.987961,371.87198,2003,39,138,0.2773315,0.88488817,0.6,0,0,1
132,77,77,202,Clc1cc(NCc2occc2)c(cc1S(=O)(=O)N)C(O)=O,Furosemide,1,Zhu LD,1,Fourches,-1,0,LiuR_2015,LiuZ_PLOS_SIDER,1,0,1,LiuZ_Pfizer,moderate hepatotoxic,1,LiuZ_OBrien,1,Ekins,NA ,,Rodgers,0,1,Chen,6/7,Zhu  Fourches  LiuR  LiuZ_SIDER  LiuZ_Pfizer  LiuZ_OBrien  Rodgers(NA)  Chen,Positive,1,39.744724,0,0,3,5,4,0,11,0,32,4,8,21,10,65.317062,2.0411582,0,0,12,1,0,11,0,2,5,0,1,1.9682306,-2.3767881,-0.62318337,0.72193617,2.4112983,-2.5715327,-0.48990574,0.83167654,2.4773343,-2.0696931,-0.44363832,0.90409487,2.7433565,21.795277,5,0.22727273,11,33,1,22,3,5,0.22727273,21,0,15.620955,12.110053,6.5938582,7.7067423,9.7867126,7.5711322,3.2135956,4.4494896,0,0,0.92991853,10,0,-0.8451857,-0.43387857,0.12925312,2.4127376,-1.348271,-0.36941594,0.2274574,2.4944599,-0.46980354,-0.19665365,0.29530683,2.6939375,17.355371,7.0507812,4.4875345,15.75689,6.3688869,4.0377479,4.7787552,7,4,1,0,0.82300001,-3.63111,7.740808,0,1,11,1,2,5,0,5.4829998,-5.4829998,2.1289914,-2.1289914,0.1413243,0.21912025,34.043186,71.752968,25.862665,0,10.324173,14.708499,4.1846013,36.764713,29.581947,0,9.0437498,32.016521,13.703812,10.271297,0.70844644,0.44954109,0.1915828,0.29155359,0.55045891,0.09997078,207.04922,131.38203,55.991631,85.208908,160.8761,29.217274,0.5,1,5.4829998,-5.4829998,0.26390663,0.17836951,0.52362996,0.59804988,0.22252719,0.47637007,0.40195009,0.25384286,153.03511,174.78494,65.035378,139.22302,117.47318,74.187645,5,0,2,0.26390663,0.17836951,1,2.1571,31.291433,73.927902,6.6407428,25.385227,32.496613,11.058081,3.5006065,90.479164,0,60.344971,7.6024199,81.541252,0,26.935961,12.135002,52.058933,108.91875,7.7454643,45.789387,122.63,0.46827638,5.4594316,3.1737554,8.4964733,292.25812,355.67416,32.016521,0,0,25.817696,130.72787,57.834858,84.968063,330.74799,939,30,108,0.080302596,0.063686639,0.0,0,0,1
135,78,78,205,Clc1cc(Nc2ncnc3c2cc(OCCCN2CCOCC2)c(OC)c3)ccc1F,Gefitinib,1,Zhu LD,1,Fourches,0,1,LiuR_2015,LiuZ_PLOS_SIDER,0,0,,,,,,1,Ekins,,,,,,,4/5,Zhu  Fourches  LiuR  LiuZ_SIDER  Ekins,Positive,1,64.266029,0,0,3,4,6,0,16,0,55,1,7,31,22,97.073303,1.7649691,0,0,22,1,1,24,0,4,3,0,0,1.2737107,-2.7310305,-0.58295596,0.53864491,2.652065,-2.8311343,-0.48458341,0.71701378,2.5754693,-2.463758,-0.33673742,0.7602613,2.908016,38.887966,8,0.23529412,17,58,0,34,4,8,0.23529412,41,0,21.631182,17.992092,13.413849,14.811191,15.135362,10.49348,5.6427345,7.0993195,0,0,0.79166424,17,0,-0.84910798,-0.4196406,-0.0027670071,2.654614,-0.95864463,-0.28937417,0.19174151,2.7486482,-0.52042389,-0.19208248,0.17482136,2.9237218,24.134949,11.92344,6.5333333,20.165768,9.8997498,5.3994217,6.4398727,7,1,1,0,3.14974,-5.5871701,11.849739,0,1,23,1,4,10,0,5.0510001,-5.053,2.4704924,-2.4704924,0.057362981,0.15269932,107.60581,115.78858,71.249771,0,0,0,0,69.97583,29.581947,0,0,23.410679,0,7.5112681,0.92726368,0.30692166,0.072736323,0.072736323,0.69307834,0,394.20193,130.47972,30.921947,30.921947,294.64417,0,0.47058824,0.8888889,5.0510001,-5.053,0.093050882,0.16030081,0.5855611,0.28645393,0.044724166,0.4144389,0.71354604,0.36971474,248.93602,121.77841,19.013311,176.18788,303.34549,157.17456,9,0,4,0.093050882,0.16030081,1,4.2756,21.999775,54.706123,20.120907,118.09751,0,35.383869,3.5006065,109.71855,18.868406,69.680283,11.81537,10.999887,73.655266,9.1210184,13.987463,27.812519,123.86986,118.09751,74.532509,68.739998,0.36875206,6.0874629,3.8181329,9.6022654,425.1239,564.51959,18.876421,0,0,5.6825762,345.13919,35.981079,24.558996,446.91,3020,48,160,0.94576937,0.9013164,0.8,2,1,1
136,79,79,206,Clc1cc(Nc2ncnc3c2cc(cc3)-c2oc(cc2)CNCCS(=O)(=O)C)ccc1OCc1cc(F)ccc1,Lapatinib,1,Zhu Calibration,,,0,1,LiuR_2015,,,,,,,,,1,Ekins,,,,1,1,Chen,4/4,Zhu  LiuR  Ekins  Chen,Positive,1,81.62162,0,0,3,4,6,0,27,0,66,2,8,40,27,119.83713,1.8157141,0,0,29,1,1,26,0,4,4,0,1,1.0477121,-2.5953991,-0.64101744,0.66619271,2.6106169,-2.7416465,-0.50921619,0.7837202,2.4945295,-2.2960382,-0.42945835,0.8589437,2.9205186,44.314381,11,0.25,28,70,0,44,7,11,0.25,42,0,28.114309,23.098003,16.833981,19.371668,19.231298,14.833691,7.9152255,10.865306,0,0,0.80823731,23,0,-0.91326159,-0.43567821,0.06959042,2.6357534,-1.121906,-0.31858721,0.19690758,2.7815354,-0.50384897,-0.20252036,0.21190526,2.9374011,31.425619,14.650364,9.25,25.673376,11.903517,7.4871097,7.6400867,8,2,0,2,4.842,-8.9119701,15.523391,0,1,28,0,5,11,4,7.033,-7.0339999,3.6383781,-3.6383781,0.049580816,0.13160171,11.116631,137.79071,101.19572,31.401114,0,0,0,124.75758,54.091755,0,6.5127993,23.410679,0,37.160927,0.88515878,0.46627998,0.11484121,0.11484121,0.53372002,0,466.8663,245.93373,60.571606,60.571606,281.50418,0,0.47826087,0.91666669,7.033,-7.0339999,0.15498365,0.12794995,0.71015209,0.46996897,0.092262939,0.28984791,0.53003103,0.19758499,374.56113,247.87946,48.662971,152.87679,279.55844,104.21381,12,0,5,0.15498365,0.12794995,1,6.6718998,29.010639,99.753494,16.000286,35.673141,8.6343956,41.198521,3.5006065,241.85524,0,103.80269,15.45342,57.679035,59.531059,27.131769,17.378431,36.446915,267.86957,35.673141,77.719086,106.35,0.30726835,6.4594316,4.2750225,10.311557,527.43793,718.93243,45.885433,0,0,5.6825762,385.04291,61.914673,57.250584,581.06799,6645,59,212,0.2869814,0.97860229,1.0,4,4,1
